index;Periodo;Tipo_de_población_a_la_que_pertenece;Año_de_graduación_como_bachiller;Desde_que_ingresó_a_su_carrera_universitaria_¿Cuánto_tiempo_estuvo_sin_realizar_estudios(años)?;¿Tipo_de_institución_donde_terminó_el_bachillerato?;Selecciona_la_modalidad_del_bachillerato_que_estudió;Estudios_que_ha_adelantado;Actualmente_trabaja;Seguridad_social:;¿Cómo_financia_sus_estudios?;¿Es_padre_o_madre_cabeza_de_familia?;Número_de_hijos:;¿Con_quién_vive?;Grado_de_escolaridad_de_la_madre;Grado_de_escolaridad_de_la_padre;Tipo_de_transporte_que_utiliza_para_desplazarse_hasta_la_universidad:;Seleccione_un_rango_de_costo_en_pasajes_hasta_la_universidad:;¿Cuál_es_la_razón_que_lo_motivó_a_escoger_el_programa_en_la_modalidad_a_distancia?;Programa_académico_al_cual_pertenece:;Ubicación_semestral;Señale_cuál(es)_dificultad(es)_académica(s)_ha_presentado_en_el_transcurso_de;¿Posee_algún_tipo_de_discapacidad?;Practica_algún_deporte;¿Cuál(es)_es(son)_su(s)_pasatiempo(s)_favorito(s)?;¿Hace_parte_de_algún_grupo_artístico,_cultural,_deportivo_o_juvenil?;¿Le_gusta_trabajar_en_equipo?;¿De_qué_tiempo_dispone_para_trabajar_individualmente?;De_qué_tiempo_dispone_para_trabajar_en_equipo?;Posee_dificultades_para_relacionarse_con_otras_personas_(compañeros,_docentes)_(única_respuesta);En_cuanto_a_sus_profesores,_se_siente:_(única_respuesta);En_cuanto_a_la_elección_de_su_carrera_se_siente:;¿Cuál_es_su_proyecto_de_vida?;¿Está_habituado(a)_a_tomar_notas_y_apuntes_en_su_proceso_de_estudio?;Seleccione_el_nivel_de_conocimiento_en_informática;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;Seleccione_los_dispositivos_electrónicos_con_los_que_cuenta_actualmente;¿Cuáles_son_las_principales_actividades_que_realiza_en_internet?_;PERIODOINGRESO;SITE_DESCRIPCION;ESTADO_CIVIL;ESTRATO;SEXO;LIBRETA_MILITAR;CLASE_LIBRETA;NACIONALIDAD;DEPARTAMENTOID_INSTITUCION;MUNICIPIOID_INSTITUCION;INSTITUCIONEDUCATIVA;NOMBRE_INSTITUCIONEDUCATIVA;PAIS_NACIMIENTO;DEPARTAMENTO_NACIMIENTO;CIUDAD_NACIMIENTO;PAIS_PROCEDENCIA;DEPARTAMENTO_PROCEDENCIA;MUNICIPIO_PROCEDENCIA;ZONARESIDENCIAL;CIRCUNSCRIPCION;ORIENTACION_SEXUAL;IDENTIDAD_DE_GENERO;CAPACIDADEXCEPCIONAL;DISCAPACIDAD;DISCAPACIDAD_DESCRI;DISCAPACIDAD_ID_PADRE;EDAD_DE_INGRESO;PROGRAMA;nombre;cedula;MATERIA;NOTA;CREDITOS;CREDITOS_PROGRAMA;APROBADO;TIPO;PERIODO2;PROMEDIO;MATRICULAS;SEMILLERO;SOLI_ID;SOLI_ESTADO;SUBSIDIO_ALIMENTARIO;NOMBRE_EPS;INGRESOS_ULTIMO_ANO;CIRCUNSCRIPCION2;PUNTAJE_SISBEN;ES_EGRESADO;FECHAGRADUACION;ES_REINGRESO;IDENTIFICADOR;CantidadMateriasPerdidas;CantidadDeSemestres;PorcentajeDeCreditos
244;1/02/2021;Urbana;2020;6;Pública;Presencial;Ninguno;No;Subsidiado;Familia;No;No tiene;Madre y/o Padre;Universitario;Universitario;Taxi;$ 4.000 - $ 10.000;Consejo de otras personas;Tecnología en Criminalística;I;ninguna;Ninguna;Baloncesto;Escuchar música;No;Siempre;3-4 horas diarias;3-4 horas diarias;No sabe / No responde;No sabe / No responde;Satisfecho;Ser profesional;Siempre tomo notas;Básico;Sí;Sí;"Portátil;Celular inteligente";"Redes sociales;Cursos virtuales";1/02/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;REGULAR PREGRADO;;;;;;;190;TECNOLOGÍA EN CRIMINALISTICA;Daryn Jenne;582989544;COMUNICACION;0;2;970;NO;NORMAL;1/02/2021;0,48;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;871;70;1;0
158;1/02/2020;Rural;2019;0;Pública;Presencial;Técnico;No;Contributivo;Familia;No;No tiene;Otras Personas;Primaria;Ninguna;Moto;$ 50.000 en adelante;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;I;comprensión de lectura;Ninguna;Fútbol;Escuchar música;No;Siempre;3-4 horas diarias;3-4 horas diarias;No;Satisfecho;Satisfecho;Ser profesional;Siempre tomo notas;Básico;No;No;Celular inteligente;"Correo electrónico
Redes sociales
Música y vídeos
Descargar programas y juegos
Cursos virtuales";1/02/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;M;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;REGULAR PREGRADO;;;;;;;170;LICENCIATURA EN EDUCACIÓN INFANTIL;Elroy Spriddle;135783961;TECNOLOGÍAS PARA EL APRENDIZAJE Y EL CONOCIMIENTO TAC I;3,5;3;1620;SI;NORMAL;1/02/2020;3,07;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;876;60;2;8,02469E+15
274;1/01/2022;Urbana;2015;2;Pública;Presencial;Técnico;Sí;Subsidiado;Recursos Propios;No;No tiene;Madre y/o Padre;Técnico;Primaria;A pie;$ 4.000 - $ 10.000;Buen futuro laboral;Administración Financiera;I;ninguna;Visual;Ninguno;Leer;No;Algunas veces;Solo fines de semana;Solo fines de semana;No;No sabe / No responde;Algo satisfecho;Ser profesional;A menudo tomo notas;Avanzado;Sí;Sí;"Computador de escritorio;Celular inteligente";"Correo electrónico;Redes sociales;Cursos virtuales";1/01/2022;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;Caquetá;CARTAGENA DEL CHAIRA;1152790;INSTITUCION EDUCATIVA EL CHAIRA JOSE MARIA CORDOBA;Colombia;Caquetá;CARTAGENA DEL CHAIRA;Colombia;Caquetá;FLORENCIA;RURAL;VICTIMA DEL CONFLICTO ARMADO INTERNO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;240;ADMINISTRACIÓN FINANCIERA;Mirabella Cotes;654877222;COMUNICACION;0;2;1690;NO;NORMAL;1/01/2022;0;falta;Semillero de investigación en construcción de materiales interactivos de astronomía para la enseñanza de la física ;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;879;60;1;0
247;1/02/2021;Urbana;2019;1;Privada;Informal (Sabatino);Ninguno;No;Subsidiado;Familia;No;No tiene;Madre y/o Padre;Universitario;Primaria;Moto;$ 25.000 - $ 50.000;Buen futuro laboral;Tecnología en Criminalística;I;ninguna;Ninguna;Futbol de salon;El deporte ;No;Casi siempre;3-4 horas diarias;Solo fines de semana;No;Muy satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;Sí;"Portátil;Celular inteligente";"Correo electrónico;Redes sociales";1/02/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;M;NO;;Colombia;;;;;Colombia;Caquetá;EL PAUJIL;;;;;VICTIMA DEL CONFLICTO ARMADO INTERNO;;;;;;;200;TECNOLOGÍA EN CRIMINALISTICA;Jodie Fer;390010410;INFORMATICA BASICA Y PLATAFORMA VIRTUAL;0,4;2;970;NO;NORMAL;1/02/2021;1,02;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;886;70;1;0
115;1/01/2020;Urbana;2018;1;Privada;Presencial;Ninguno;Sí;Subsidiado;Recursos Propios;No;No tiene;Otras Personas;Primaria;Primaria;A pie;Inferior a $ 4.000;Es el campo de formación de mi interés;Tecnología en Criminalística;I;comprensión de lectura;Visual;Voleibol;"Leer
Escribir
Bailar
Cocinar
Escuchar música
Otro";No;Algunas veces;3-4 horas diarias;1-2 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;Sí;Sí;Portátil;Otros;1/01/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;Caquetá;FLORENCIA;975350;CENTRO DE EDUCACION PARA JOVENES Y ADULTOS PADRE LUIS DE RIZ;Colombia;Caquetá;EL PAUJIL;Colombia;Caquetá;FLORENCIA;URBANA;VICTIMA DEL CONFLICTO ARMADO INTERNO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;200;TECNOLOGÍA EN CRIMINALISTICA;Constantino Berardt;164624700;INTRODUCCION A LA CRIMINALISTICA Y POLICIA JUDICIAL;2,3;3;970;NO;NORMAL;1/01/2020;1,68;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;890;70;1;0
153;1/02/2020;Rural;2019;6;Pública;Presencial;Ninguno;No;Subsidiado;Familia;No;No tiene;Madre y/o Padre;Primaria;Primaria;Taxi;$ 25.000 - $ 50.000;Sentir vocación desde la infancia;Licenciatura en Pedagogía Infantil;I;concentración;Ninguna;Fútbol;Otro;No;Algunas veces;Todo el tiempo disponible;1-2 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;No;No;Celular inteligente;Redes sociales;1/02/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;Caquetá;VALPARAISO;864890;INSTITUCIÓN EDUCATIVA SANTIAGO DE LA SELVA;Colombia;Antioquia;VALPARAISO;Colombia;Caquetá;VALPARAISO;RURAL;VICTIMA DEL CONFLICTO ARMADO INTERNO;NO APLICA;FEMENINO;NO APLICA;0;NO APLICA;;180;LICENCIATURA EN EDUCACIÓN INFANTIL;Burr Chataignier;610897775;INVESTIGACIÓN I;0;3;1620;NO;NORMAL;1/01/2021;1,45;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;910;80;2;5,55556E+15
219;1/01/2021;Rural;2017;0;Pública;Presencial;Otros;Sí;Subsidiado;Recursos Propios;No;No tiene;SÃ³lo;Primaria;Primaria;A pie;$ 4.000 - $ 10.000;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;I;ninguna;Ninguna;Otro;"Leer
Escribir
Escuchar música
Otro";No;Algunas veces;Solo fines de semana;Solo fines de semana;No;Satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;No;"Computador de escritorio
Celular inteligente";"MÃºsica y vÃ­deos
Otros";1/01/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;Caquetá;FLORENCIA;11150;UNIVERSIDAD DE LA AMAZONIA;Colombia;Caquetá;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;;;NO APLICA;0;NO APLICA;;190;LICENCIATURA EN EDUCACIÓN INFANTIL;Sherwin Pestridge;510022254;TECNOLOGÍAS PARA EL APRENDIZAJE Y EL CONOCIMIENTO TAC I;0,45;3;1620;NO;NORMAL;1/01/2021;0,09;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;918;50;1;0
291;1/01/2022;Rural;2020;1;Pública;Presencial;Otros;No;Subsidiado;Familia;No;No tiene;Abuelos maternos;Primaria;Primaria;Bus;$ 50.000 en adelante;Sentir vocación desde la infancia;Licenciatura en Educación Infantil;I;ninguna;Ninguna;Ninguno;Leer;No;Algunas veces;3-4 horas diarias;3-4 horas diarias;No;Muy satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;No;"Portátil;Celular inteligente;Tablet";"Correo electrónico;Redes sociales;Música y vídeos;Descargar programas y juegos;Cursos virtuales";1/01/2022;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;VICTIMA DEL CONFLICTO ARMADO INTERNO;;;;;;;200;LICENCIATURA EN EDUCACIÓN INFANTIL;Franny Tubridy;584135215;EL MAESTRO DE EDUCACIÓN INFANTIL;2,5;3;1620;NO;NORMAL;1/01/2022;2,02;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;919;50;1;0
166;1/02/2021;Urbana;2018;1;Pública;Presencial;Tecnología;Sí;Contributivo;Recursos Propios;No;No tiene;Sólo;Secundaria;Secundaria;Bicicleta;$ 4.000 - $ 10.000;Consejo de otras personas;Administración Financiera;I;concentración;Ninguna;Ninguno;Bailar;No;Algunas veces;3-4 horas diarias;3-4 horas diarias;No;No sabe / No responde;No sabe / No responde;Ser profesional;A menudo tomo notas;Básico;Sí;No;"Portátil;Celular inteligente";"Correo electrónico;Redes sociales;Música y vídeos";1/02/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;2;F;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;REGULAR PREGRADO;;;;;;;190;ADMINISTRACIÓN FINANCIERA;Bendite Ivanikhin;578345878;PENSAMIENTO LÓGICO MATEMÁTICO;1,34;3;1690;NO;NORMAL;1/02/2021;1,89;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;920;60;1;0
64;1/01/2018;Urbana;2017;0;Privada;Presencial;Ninguno;No;Contributivo;Familia;No;No tiene;Madre y/o Padre;Universitario;Primaria;A pie;$ 4.000 - $ 10.000;Otro;Tecnología en Criminalística;I;ninguna;Ninguna;Otro;Bailar;No;Algunas veces;Solo fines de semana;Solo fines de semana;No sabe / No responde;No sabe / No responde;No sabe / No responde;Ser profesional;Siempre tomo notas;Básico;No;No;Celular inteligente;Redes sociales;1/01/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;;;;;Colombia;Caquetá;FLORENCIA;;;;;REGULAR PREGRADO;;;;;;;170;TECNOLOGÍA EN CRIMINALISTICA;Henrieta Izkovici;485391810;DESARROLLO HUMANO;1,21;2;970;NO;NORMAL;1/02/2018;2,86;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;929;70;2;1,75258E+16
137;1/02/2018;Rural;2016;2;Pública;Presencial;Ninguno;No;Subsidiado;Familia;Si;No tiene;Madre y/o Padre;Secundaria;Ninguna;Otro medio;$ 4.000 - $ 10.000;Sentir vocación desde la infancia;Licenciatura en Pedagogía Infantil;I;concentración;Auditiva;Voleibol;Escuchar música;No;Siempre;Todo el tiempo disponible;Todo el tiempo disponible;No;Satisfecho;Satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;Sí;Portátil;Música y vídeos;1/02/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Religioso;1;F;NO;;Colombia;;;;;Colombia;Caquetá;SAN JOSE DEL FRAGUA;;;;;DESPLAZADO;;;;;;;200;LICENCIATURA EN PEDAGOGÍA INFANTIL;Bink Mooney;239421919;MODULO INTRODUCTORIO;0,6;15;1330;NO;NORMAL;1/02/2018;0,6;falta;;;;NO;falta no se guarda;,oo;DESPLAZADO;;NO;;NO;941;10;1;0
22;1/01/2017;Urbana;2016;0;Pública;Presencial;Técnico;No;Subsidiado;Familia;No;No tiene;Otras Personas;Primaria;Primaria;Moto;$ 4.000 - $ 10.000;Otro;Licenciatura en Pedagogía Infantil;I;ninguna;Ninguna;Baloncesto;"Leer
Bailar
Escuchar música
Otro";No;Algunas veces;Todo el tiempo disponible;3-4 horas diarias;No;No sabe / No responde;Algo satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;No;"Portátil
Celular inteligente";"Correo electrónico
Cursos virtuales";1/01/2017;GRADUADO;Soltero;1;F;NO;;CO;Caquetá;FLORENCIA;11150;UNIVERSIDAD DE LA AMAZONIA;Colombia;Caquetá;SAN JOSE DEL FRAGUA;Colombia;Caquetá;SAN JOSE DEL FRAGUA;URBANA;DESPLAZADO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;170;LICENCIATURA EN PEDAGOGÍA INFANTIL;Myra Libbie;443438088;TEORIAS PEDAGOGICAS CONTEMPORANEAS;4,3;3;1330;SI;NORMAL;1/02/2018;4;falta;;;;NO;falta no se guarda;,oo;DESPLAZADO;;SI;25/02/2022;NO;945;0;10;100
160;1/02/2020;Urbana;2017;3;Pública;Presencial;Técnico;Sí;Subsidiado;Recursos Propios;No;No tiene;Sólo;Secundaria;Primaria;Carro;$ 15.000 - $ 25.000;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;I;"memoria
concentración";Ninguna;Otro;"Leer
Escribir
Bailar";Sí;Siempre;1-2 horas diarias;1-2 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Básico;Sí;Sí;"Portátil
Celular inteligente";"Correo electrónico
Cursos virtuales";1/02/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;Caquetá;EL PAUJIL;768020;COLEGIO AGROECOLOGICO AMAZONICO;Colombia;Caquetá;LA MONTAÑITA;Colombia;Caquetá;FLORENCIA;URBANA;VICTIMA DEL CONFLICTO ARMADO INTERNO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;200;LICENCIATURA EN EDUCACIÓN INFANTIL;Nadine Lehrle;717112726;EL MAESTRO DE EDUCACIÓN INFANTIL;3,5;3;1620;SI;NORMAL;1/02/2020;3,5;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;961;120;3;8,64198E+15
34;1/02/2017;Rural;2016;0;Pública;Presencial;Ninguno;No;Subsidiado;Familia;No;No tiene;Madre y/o Padre;Primaria;Primaria;Bus;Inferior a $ 4.000;Buen futuro laboral;Administración Financiera;I;ninguna;Visual;Fútbol;"Cocinar
Escuchar música";No;Casi siempre;3-4 horas diarias;3-4 horas diarias;No;Muy satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Medio;No;No;Celular inteligente;"Correo electrónico
Redes sociales
Cursos virtuales";1/02/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;M;NO;;Colombia;;;;;Colombia;Putumayo;PUERTO ASIS;;;;;DESPLAZADO;;;;;;;180;ADMINISTRACIÓN FINANCIERA;Larina Krause;864882022;MODULO INTRODUCTORIO;3;14;1490;SI;NORMAL;1/02/2017;3;falta;Semillero de Investigación Contable de la Amazonia -SICA-;;;NO;falta no se guarda;,oo;DESPLAZADO;;NO;;NO;973;0;1;9,39597E+15
232;1/01/2021;Urbana;2017;0;Pública;Presencial;Pregrado;No;Contributivo;Recursos Propios;No;No tiene;Madre y/o Padre;Secundaria;Primaria;A pie;Inferior a $ 4.000;Es el campo de formación de mi interés;Profesional en Mercadeo;I;ninguna;Ninguna;Ninguno;"Leer
Escribir
Bailar";No;Siempre;Solo fines de semana;Solo fines de semana;No sabe / No responde;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;No;Ninguno;"Correo electrónico
Redes sociales
MÃºsica y vÃ­deos
Cursos virtuales
Otros";1/01/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;Caquetá;FLORENCIA;192160;INSTITUTO TECNICO INDUSTRIAL;Colombia;Huila;COLOMBIA;Colombia;Huila;COLOMBIA;URBANA;VICTIMA DEL CONFLICTO ARMADO INTERNO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;210;MERCADEO;Joyce Blinder;316805252;EDUCACIÓN A DISTANCIA;0;3;1480;NO;NORMAL;1/01/2021;0,09;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;984;60;1;0
138;1/02/2020;Rural;2019;1;Pública;Informal (Sabatino);Ninguno;No;Subsidiado;Familia;No;No tiene;Madre y/o Padre;Secundaria;Secundaria;Moto;$ 50.000 en adelante;Sentir vocación desde la infancia;Administración Financiera;I;ninguna;Ninguna;Fútbol;"Leer
Bailar
Escuchar música";No;Siempre;Solo fines de semana;Solo fines de semana;No;Muy satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Medio;No;Sí;Teléfono celular - solo llamadas;"Correo electrónico
Redes sociales
Cursos virtuales";1/02/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;M;NO;;CO;;;9999999990;Otra;Colombia;Huila;PITALITO;Colombia;Huila;GUADALUPE;RURAL;REGULAR PREGRADO;HETEROSEXUAL;MASCULINO;NO APLICA;0;NO APLICA;;200;ADMINISTRACIÓN FINANCIERA;Fayina Struther;161630927;INTRODUCCIÓN A LA ADMINISTRACIÓN FINANCIERA;3,2;3;1690;SI;NORMAL;1/02/2020;2,95;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;991;100;3;1,47929E+16
270;1/01/2022;Rural;2017;2;Pública;Presencial;Tecnología;No;Subsidiado;Recursos Propios;No;No tiene;Sólo;Secundaria;Secundaria;A pie;$ 25.000 - $ 50.000;Buen futuro laboral;Administración Financiera;I;ninguna;Ninguna;Ninguno;Leer;No;Siempre;Solo fines de semana;3-4 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Medio;No;No;Teléfono celular - solo llamadas;"Correo electrónico;Cursos virtuales";1/01/2022;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Cundinamarca;ZIPAQUIRA;;;;;VICTIMA DEL CONFLICTO ARMADO INTERNO;;;;;;;210;ADMINISTRACIÓN FINANCIERA;Kelsey Balshaw;423121224;INTRODUCCIÓN A LA ADMINISTRACIÓN FINANCIERA;0;3;1690;NO;NORMAL;1/01/2022;0;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;1005;60;1;0
126;1/02/2018;Urbana;2017;0;Pública;Presencial;Ninguno;Sí;Subsidiado;Recursos Propios;No;No tiene;Madre y/o Padre;Primaria;Tecnólogo;A pie;$ 15.000 - $ 25.000;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;I;ninguna;Ninguna;Ninguno;Otro;No;Algunas veces;3-4 horas diarias;1-2 horas diarias;No;No sabe / No responde;Satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;No;Portátil;Redes sociales;1/02/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Huila;GARZON;;;;;REGULAR PREGRADO;;;;;;;190;LICENCIATURA EN PEDAGOGÍA INFANTIL;Kym Klaff;100727126;MODULO INTRODUCTORIO;0,8;15;1330;NO;NORMAL;1/02/2018;0,8;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1006;10;1;0
25;1/01/2017;Rural;2016;0;Pública;Informal (Sabatino);Ninguno;No;Subsidiado;Familia;No;No tiene;Otras Personas;Primaria;Primaria;A pie;$ 4.000 - $ 10.000;Otro;Licenciatura en Pedagogía Infantil;I;ninguna;Ninguna;Baloncesto;Escuchar música;No;Siempre;Solo fines de semana;Todo el tiempo disponible;No sabe / No responde;No sabe / No responde;Satisfecho;Ser profesional;Siempre tomo notas;Ninguno;No;No;Celular inteligente;"Redes sociales
Música y vídeos";1/01/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Religioso;1;F;NO;;Colombia;;;;;Colombia;Caquetá;EL DONCELLO;;;;;REGULAR PREGRADO;;;;;;;170;LICENCIATURA EN PEDAGOGÍA INFANTIL;Golda Hame;244026698;MODULO INTRODUCTORIO;3;15;1330;SI;NORMAL;1/01/2017;3;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1008;0;1;1,12782E+16
48;1/01/2017;Urbana;2013;3;Pública;Informal (Sabatino);Ninguno;Sí;Subsidiado;Recursos Propios;Si;1-feb;Sólo;Primaria;Primaria;Taxi;$ 50.000 en adelante;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;I;comprensión de lectura;Ninguna;Ninguno;"Leer
Cocinar
Escuchar música";No;Casi siempre;3-4 horas diarias;3-4 horas diarias;No sabe / No responde;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;No;No;Teléfono celular - solo llamadas;Correo electrónico;1/01/2017;GRADUADO;Unión Libre;1;F;NO;;CO;Caquetá;SAN VICENTE DEL CAGUAN;738740;INSTITUTO NACIONAL DE PROMOCION SOCIAL;Colombia;Caquetá;BELEN DE LOS ANDAQUIES;Colombia;Caquetá;SAN VICENTE DEL CAGUAN;URBANA;DESPLAZADO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;220;LICENCIATURA EN PEDAGOGÍA INFANTIL;Jimmy Gwinnell;539772337;PRACTICA NIVEL PREESCOLAR;3,8;3;1330;SI;NORMAL;1/01/2019;3,9;falta;;;;NO;falta no se guarda;,oo;DESPLAZADO;;SI;25/02/2022;NO;1013;0;10;100
10;1/01/2017;Rural;2016;0;Pública;Informal (Sabatino);Ninguno;No;Subsidiado;Familia;No;No tiene;Madre y/o Padre;Primaria;Primaria;A pie;;Sentir vocación desde la infancia;Licenciatura en Pedagogía Infantil;I;ninguna;Ninguna;Ninguno;Leer;No;Casi siempre;Todo el tiempo disponible;Todo el tiempo disponible;No;No sabe / No responde;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;No;No;Celular inteligente;Redes sociales;1/01/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Caquetá;EL PAUJIL;;;;;REGULAR PREGRADO;;;;;;;200;LICENCIATURA EN PEDAGOGÍA INFANTIL;Kylie Blaszczyk;312730313;MODULO INTRODUCTORIO;0,2;15;1330;NO;NORMAL;1/01/2017;0,2;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1018;10;1;0
20;1/01/2017;Urbana;2016;0;Pública;Presencial;Técnico;Sí;Subsidiado;Familia;No;No tiene;Otras Personas;Primaria;Secundaria;Bus;$ 4.000 - $ 10.000;Otro;Licenciatura en Pedagogía Infantil;I;concentración;Ninguna;Fútbol;"Escuchar música
Otro";No;Algunas veces;3-4 horas diarias;3-4 horas diarias;No sabe / No responde;Satisfecho;Satisfecho;Ser profesional;Pocas veces tomo notas;Básico;No;No;Celular inteligente;"Música y vídeos
Otros";1/01/2017;GRADUADO;Soltero;1;F;NO;;CO;Caquetá;FLORENCIA;11150;UNIVERSIDAD DE LA AMAZONIA;Colombia;Huila;PITALITO;Colombia;Caquetá;FLORENCIA;URBANA;DESPLAZADO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;180;LICENCIATURA EN PEDAGOGÍA INFANTIL;Colleen Fincken;552199628;EDUCACION INCLUSIVA;3,2;3;1330;SI;NORMAL;1/01/2020;3,5;falta;;;;NO;falta no se guarda;,oo;DESPLAZADO;;SI;26/08/2022;NO;1048;10;11;100
